Product_Name,Year_Month,Warehouse_Inventory,Inventory_Cost_Per_Unit,Storage_Cost
Diamondback Boys' Insight 24 Performance Hybr,201709,0,1.94,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201709,2,1.12,2.24
Stiga Master Series ST3100 Competition Indoor,201709,4,2.13,8.54
SOLE E35 Elliptical,201709,10,0.35,3.55
Bushnell Pro X7 Jolt Slope Rangefinder,201709,27,1.2,32.41
SOLE E25 Elliptical,201709,7,1.43,9.99
Bowflex SelectTech 1090 Dumbbells,201709,39,1.82,70.87
Perfect Fitness Perfect Rip Deck,201708,158,0.57,89.86
Nike Men's Dri-FIT Victory Golf Polo,201708,154,1.16,178.43
O'Brien Men's Neoprene Life Vest,201708,436,1.93,842.27
Nike Men's Free 5.0+ Running Shoe,201708,234,2.17,508.3
Under Armour Girls' Toddler Spine Surge Runni,201708,329,0.92,302.05
Nike Men's CJ Elite 2 TD Football Cleat,201708,52,1.18,61.46
Field & Stream Sportsman 16 Gun Fire Safe,201708,167,1.96,327.34
Pelican Sunstream 100 Kayak,201708,129,2.04,263.34
Diamondback Women's Serene Classic Comfort Bi,201708,6,1.26,7.55
ENO Atlas Hammock Straps,201708,0,0.89,0
Nike Men's Comfort 2 Slide,201708,0,1.12,0
adidas Youth Germany Black/Red Away Match Soc,201708,3,2.19,6.57
Team Golf St. Louis Cardinals Putter Grip,201708,0,0.87,0
LIJA Women's Eyelet Sleeveless Golf Polo,201708,0,2.16,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201708,0,0.69,0
Glove It Women's Imperial Golf Glove,201708,0,0.96,0
Glove It Imperial Golf Towel,201708,0,2.03,0
Bridgestone e6 Straight Distance NFL Carolina,201708,0,1.22,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201708,0,2.16,0
Columbia Men's PFG Anchor Tough T-Shirt,201708,2,0.91,1.81
Under Armour Women's Ignite Slide,201708,1,2.27,2.27
Team Golf Tennessee Volunteers Putter Grip,201708,0,0.86,0
Titleist Pro V1x High Numbers Personalized Go,201708,0,2.31,0
Nike Men's Deutschland Weltmeister Winners Bl,201708,0,1.57,0
Bridgestone e6 Straight Distance NFL San Dieg,201708,0,0.6,0
Nike Women's Tempo Shorts,201708,0,1.09,0
Team Golf Texas Longhorns Putter Grip,201708,0,0.23,0
Hirzl Women's Soffft Flex Golf Glove,201708,0,1.87,0
Clicgear 8.0 Shoe Brush,201708,4,1,3.99
Hirzl Women's Hybrid Golf Glove,201708,0,2.14,0
Team Golf Pittsburgh Steelers Putter Grip,201708,0,0.99,0
Top Flite Women's 2017 XL Hybrid,201708,0,0.87,0
Glove It Urban Brick Golf Towel,201708,12,1.09,13.1
Nike Dri-FIT Crew Sock 6 Pack,201708,0,0.36,0
TYR Boys' Team Digi Jammer,201708,0,0.57,0
Team Golf San Francisco Giants Putter Grip,201708,0,1.01,0
Clicgear Rovic Cooler Bag,201708,0,2.16,0
Hirzl Men's Hybrid Golf Glove,201708,0,2.02,0
Titleist Pro V1x Golf Balls,201708,0,1.01,0
adidas Men's Germany Black Crest Away Tee,201708,0,0.46,0
Titleist Pro V1 High Numbers Personalized Gol,201708,0,1.98,0
Under Armour Women's Micro G Skulpt Running S,201708,8,1.91,15.29
Under Armour Hustle Storm Medium Duffle Bag,201708,0,1.45,0
Under Armour Women's Ignite PIP VI Slide,201708,0,1.67,0
Bag Boy Beverage Holder,201708,0,1.76,0
Under Armour Men's Tech II T-Shirt,201708,0,1.19,0
Team Golf New England Patriots Putter Grip,201708,0,0.43,0
Under Armour Men's Compression EV SL Slide,201708,0,0.25,0
Bridgestone e6 Straight Distance NFL Tennesse,201708,0,1.84,0
Glove It Women's Mod Oval Golf Glove,201708,0,1.13,0
Titleist Pro V1x High Numbers Golf Balls,201708,0,1.05,0
Nike Women's Legend V-Neck T-Shirt,201708,0,2.18,0
Under Armour Kids' Mercenary Slide,201708,0,2.12,0
adidas Kids' F5 Messi FG Soccer Cleat,201708,0,0.38,0
Children's heaters,201708,0,1.38,0
Web Camera,201708,3,1.86,5.59
Dell Laptop,201708,38,1.43,54.15
Porcelain crafts,201708,6,1.77,10.63
Sports Books,201708,0,0.44,0
DVDs,201708,0,1.3,0
Industrial consumer electronics,201708,2,1.87,3.75
Fighting video games,201708,0,1.71,0
Summer dresses,201708,0,0.14,0
Lawn mower,201708,0,1.62,0
Adult dog supplies,201708,0,1.99,0
Rock music,201708,0,1.42,0
Elevation Training Mask 2.0,201708,2,1.66,3.32
LIJA Women's Mid-Length Panel Golf Shorts,201708,9,0.19,1.69
Toys,201708,0,0.53,0
Brooks Women's Ghost 6 Running Shoe,201708,14,2.16,30.26
Bag Boy M330 Push Cart,201708,2,1.06,2.12
Merrell Women's Grassbow Sport Hiking Shoe,201708,0,2.06,0
Nike Men's Free TR 5.0 TB Training Shoe,201708,0,1.97,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201708,0,0.31,0
First aid kit,201708,0,0.1,0
CDs of rock,201708,1,1.43,1.43
Polar FT4 Heart Rate Monitor,201708,4,0.61,2.44
LIJA Women's Argyle Golf Polo,201708,4,1.51,6.04
TaylorMade White Smoke IN-12 Putter,201708,16,1.94,31
Fitbit The One Wireless Activity & Sleep Trac,201708,5,1.62,8.09
Nike Kids' Grade School KD VI Basketball Shoe,201708,12,1.3,15.62
The North Face Women's Recon Backpack,201708,7,1.34,9.38
Smart watch,201708,0,0.92,0
Baby sweater,201708,0,0.28,0
MDGolf Pittsburgh Penguins Putter,201708,1,2.15,2.15
Men's gala suit,201708,0,1.92,0
Merrell Men's All Out Flash Trail Running Sho,201708,0,2.09,0
Garmin Approach S3 Golf GPS Watch,201708,3,2.15,6.44
LIJA Women's Button Golf Dress,201708,0,0.58,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201708,1,0.29,0.29
Merrell Women's Siren Mid Waterproof Hiking B,201708,4,1.8,7.21
TaylorMade Women's RBZ SL Rescue,201708,2,1.11,2.21
Mio ALPHA Heart Rate Monitor/Sport Watch,201708,0,0.42,0
TaylorMade 2017 Purelite Stand Bag,201708,0,1.68,0
Cleveland Golf Collegiate My Custom Wedge 588,201708,0,0.89,0
adidas Brazuca 2017 Official Match Ball,201708,1,0.68,0.68
Nike Men's Fingertrap Max Training Shoe,201708,4,1.02,4.08
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201708,2,0.29,0.58
Nike Men's Kobe IX Elite Low Basketball Shoe,201708,3,1.25,3.75
Ogio Race Golf Shoes,201708,1,0.55,0.55
insta-bed Neverflat Air Mattress,201708,10,0.13,1.3
GolfBuddy VT3 GPS Watch,201708,1,2.27,2.27
Merrell Women's Grassbow Sport Waterproof Hik,201708,4,1.71,6.84
Titleist Small Wheeled Travel Cover,201708,1,1.05,1.05
Polar Loop Activity Tracker,201708,5,0.52,2.61
Pelican Maverick 100X Kayak,201708,0,1.6,0
Garmin Approach S4 Golf GPS Watch,201708,0,1.74,0
Total Gym 1400,201708,0,2.01,0
Garmin Forerunner 910XT GPS Watch,201708,0,0.76,0
Titleist Club Glove Travel Cover,201708,0,0.9,0
GoPro HERO3+ Black Edition Camera,201708,0,0.51,0
Diamondback Boys' Insight 24 Performance Hybr,201708,0,0.27,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201708,0,1.29,0
Stiga Master Series ST3100 Competition Indoor,201708,0,2.29,0
SOLE E35 Elliptical,201708,9,2.19,19.71
Bushnell Pro X7 Jolt Slope Rangefinder,201708,11,1.26,13.9
SOLE E25 Elliptical,201708,33,2.32,76.64
Bowflex SelectTech 1090 Dumbbells,201708,37,1.36,50.21
Perfect Fitness Perfect Rip Deck,201707,37,2.06,76.18
Nike Men's Dri-FIT Victory Golf Polo,201707,619,2.25,1390.69
O'Brien Men's Neoprene Life Vest,201707,91,1.15,104.34
Nike Men's Free 5.0+ Running Shoe,201707,329,0.29,96.82
Under Armour Girls' Toddler Spine Surge Runni,201707,353,0.83,291.97
Nike Men's CJ Elite 2 TD Football Cleat,201707,194,1.33,257.36
Field & Stream Sportsman 16 Gun Fire Safe,201707,35,1.76,61.61
Pelican Sunstream 100 Kayak,201707,22,0.66,14.56
Diamondback Women's Serene Classic Comfort Bi,201707,90,0.32,29.17
ENO Atlas Hammock Straps,201707,0,1.16,0
Nike Men's Comfort 2 Slide,201707,2,0.86,1.72
adidas Youth Germany Black/Red Away Match Soc,201707,0,2.06,0
Team Golf St. Louis Cardinals Putter Grip,201707,0,1.21,0
LIJA Women's Eyelet Sleeveless Golf Polo,201707,8,0.33,2.66
adidas Men's F10 Messi TRX FG Soccer Cleat,201707,0,0.92,0
Glove It Women's Imperial Golf Glove,201707,0,0.43,0
Glove It Imperial Golf Towel,201707,0,0.32,0
Bridgestone e6 Straight Distance NFL Carolina,201707,0,1.08,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201707,4,2.2,8.8
Columbia Men's PFG Anchor Tough T-Shirt,201707,0,0.94,0
Under Armour Women's Ignite Slide,201707,0,1.83,0
Team Golf Tennessee Volunteers Putter Grip,201707,0,1.29,0
Titleist Pro V1x High Numbers Personalized Go,201707,0,0.55,0
Nike Men's Deutschland Weltmeister Winners Bl,201707,0,0.66,0
Bridgestone e6 Straight Distance NFL San Dieg,201707,0,0.45,0
Nike Women's Tempo Shorts,201707,2,0.22,0.44
Team Golf Texas Longhorns Putter Grip,201707,0,2,0
Hirzl Women's Soffft Flex Golf Glove,201707,0,1.3,0
Clicgear 8.0 Shoe Brush,201707,0,1.42,0
Hirzl Women's Hybrid Golf Glove,201707,0,1.15,0
Team Golf Pittsburgh Steelers Putter Grip,201707,0,1.41,0
Top Flite Women's 2017 XL Hybrid,201707,0,1.05,0
Glove It Urban Brick Golf Towel,201707,0,1.64,0
Nike Dri-FIT Crew Sock 6 Pack,201707,0,2.06,0
TYR Boys' Team Digi Jammer,201707,0,0.23,0
Team Golf San Francisco Giants Putter Grip,201707,0,0.92,0
Clicgear Rovic Cooler Bag,201707,0,1.34,0
Hirzl Men's Hybrid Golf Glove,201707,0,1.89,0
Titleist Pro V1x Golf Balls,201707,0,0.42,0
adidas Men's Germany Black Crest Away Tee,201707,5,2.25,11.25
Titleist Pro V1 High Numbers Personalized Gol,201707,0,0.24,0
Under Armour Women's Micro G Skulpt Running S,201707,0,2.29,0
Under Armour Hustle Storm Medium Duffle Bag,201707,0,1.32,0
Under Armour Women's Ignite PIP VI Slide,201707,0,1.53,0
Bag Boy Beverage Holder,201707,0,1.78,0
Under Armour Men's Tech II T-Shirt,201707,0,2.26,0
Team Golf New England Patriots Putter Grip,201707,0,0.25,0
Under Armour Men's Compression EV SL Slide,201707,0,1.24,0
Bridgestone e6 Straight Distance NFL Tennesse,201707,0,2.25,0
Glove It Women's Mod Oval Golf Glove,201707,0,0.1,0
Titleist Pro V1x High Numbers Golf Balls,201707,0,1.04,0
Nike Women's Legend V-Neck T-Shirt,201707,0,0.72,0
Under Armour Kids' Mercenary Slide,201707,0,2.06,0
adidas Kids' F5 Messi FG Soccer Cleat,201707,0,0.68,0
Children's heaters,201707,0,0.47,0
Web Camera,201707,7,1.22,8.52
Dell Laptop,201707,32,1.53,48.93
Porcelain crafts,201707,0,1.13,0
Sports Books,201707,0,0.78,0
DVDs,201707,0,0.11,0
Industrial consumer electronics,201707,1,1.71,1.71
Fighting video games,201707,0,1.59,0
Summer dresses,201707,0,0.89,0
Lawn mower,201707,0,2.04,0
Adult dog supplies,201707,0,0.34,0
Rock music,201707,0,2.1,0
Elevation Training Mask 2.0,201707,0,1.95,0
LIJA Women's Mid-Length Panel Golf Shorts,201707,1,0.71,0.71
Toys,201707,0,1.69,0
Brooks Women's Ghost 6 Running Shoe,201707,3,2.27,6.8
Bag Boy M330 Push Cart,201707,0,1.48,0
Merrell Women's Grassbow Sport Hiking Shoe,201707,15,0.71,10.59
Nike Men's Free TR 5.0 TB Training Shoe,201707,9,0.13,1.17
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201707,7,1.47,10.29
First aid kit,201707,0,0.49,0
CDs of rock,201707,0,2.06,0
Polar FT4 Heart Rate Monitor,201707,4,0.4,1.6
LIJA Women's Argyle Golf Polo,201707,20,0.17,3.44
TaylorMade White Smoke IN-12 Putter,201707,2,1.79,3.57
Fitbit The One Wireless Activity & Sleep Trac,201707,7,0.49,3.44
Nike Kids' Grade School KD VI Basketball Shoe,201707,0,1.79,0
The North Face Women's Recon Backpack,201707,0,0.47,0
Smart watch,201707,0,0.64,0
Baby sweater,201707,0,0.62,0
MDGolf Pittsburgh Penguins Putter,201707,0,0.39,0
Men's gala suit,201707,0,0.15,0
Merrell Men's All Out Flash Trail Running Sho,201707,1,1.48,1.48
Garmin Approach S3 Golf GPS Watch,201707,1,2.32,2.32
LIJA Women's Button Golf Dress,201707,3,0.28,0.84
Cleveland Golf Women's 588 RTX CB Satin Chrom,201707,0,1.55,0
Merrell Women's Siren Mid Waterproof Hiking B,201707,0,2.34,0
TaylorMade Women's RBZ SL Rescue,201707,0,1.85,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201707,0,0.12,0
TaylorMade 2017 Purelite Stand Bag,201707,1,2.15,2.15
Cleveland Golf Collegiate My Custom Wedge 588,201707,2,1.06,2.13
adidas Brazuca 2017 Official Match Ball,201707,2,0.93,1.85
Nike Men's Fingertrap Max Training Shoe,201707,2,0.41,0.82
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201707,3,1.53,4.6
Nike Men's Kobe IX Elite Low Basketball Shoe,201707,2,1.86,3.72
Ogio Race Golf Shoes,201707,4,0.63,2.5
insta-bed Neverflat Air Mattress,201707,0,1.1,0
GolfBuddy VT3 GPS Watch,201707,2,1.21,2.41
Merrell Women's Grassbow Sport Waterproof Hik,201707,3,0.45,1.35
Titleist Small Wheeled Travel Cover,201707,0,2,0
Polar Loop Activity Tracker,201707,2,2.34,4.67
Pelican Maverick 100X Kayak,201707,0,1.07,0
Garmin Approach S4 Golf GPS Watch,201707,0,1.07,0
Total Gym 1400,201707,0,1.97,0
Garmin Forerunner 910XT GPS Watch,201707,0,1.05,0
Titleist Club Glove Travel Cover,201707,0,1.78,0
GoPro HERO3+ Black Edition Camera,201707,0,0.64,0
Diamondback Boys' Insight 24 Performance Hybr,201707,0,1.7,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201707,0,0.36,0
Stiga Master Series ST3100 Competition Indoor,201707,0,2.32,0
SOLE E35 Elliptical,201707,34,1.63,55.44
Bushnell Pro X7 Jolt Slope Rangefinder,201707,32,1.6,51.29
SOLE E25 Elliptical,201707,9,0.94,8.5
Bowflex SelectTech 1090 Dumbbells,201707,28,2.25,63.02
Perfect Fitness Perfect Rip Deck,201706,288,0.5,144.59
Nike Men's Dri-FIT Victory Golf Polo,201706,638,2.01,1283.92
O'Brien Men's Neoprene Life Vest,201706,477,1.34,641.11
Nike Men's Free 5.0+ Running Shoe,201706,80,1.18,94.78
Under Armour Girls' Toddler Spine Surge Runni,201706,187,1.79,334.95
Nike Men's CJ Elite 2 TD Football Cleat,201706,70,1.42,99.7
Field & Stream Sportsman 16 Gun Fire Safe,201706,14,0.33,4.61
Pelican Sunstream 100 Kayak,201706,84,2.03,170.6
Diamondback Women's Serene Classic Comfort Bi,201706,113,0.46,52.44
ENO Atlas Hammock Straps,201706,0,1.2,0
Nike Men's Comfort 2 Slide,201706,0,2.29,0
adidas Youth Germany Black/Red Away Match Soc,201706,0,0.65,0
Team Golf St. Louis Cardinals Putter Grip,201706,0,0.92,0
LIJA Women's Eyelet Sleeveless Golf Polo,201706,0,1.26,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201706,0,1.15,0
Glove It Women's Imperial Golf Glove,201706,0,0.56,0
Glove It Imperial Golf Towel,201706,0,1.48,0
Bridgestone e6 Straight Distance NFL Carolina,201706,0,2.2,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201706,1,0.2,0.2
Columbia Men's PFG Anchor Tough T-Shirt,201706,0,0.44,0
Under Armour Women's Ignite Slide,201706,1,2.04,2.04
Team Golf Tennessee Volunteers Putter Grip,201706,0,1.48,0
Titleist Pro V1x High Numbers Personalized Go,201706,0,1.32,0
Nike Men's Deutschland Weltmeister Winners Bl,201706,0,1.62,0
Bridgestone e6 Straight Distance NFL San Dieg,201706,0,1.87,0
Nike Women's Tempo Shorts,201706,0,2.15,0
Team Golf Texas Longhorns Putter Grip,201706,0,0.36,0
Hirzl Women's Soffft Flex Golf Glove,201706,0,1.5,0
Clicgear 8.0 Shoe Brush,201706,0,0.37,0
Hirzl Women's Hybrid Golf Glove,201706,0,0.73,0
Team Golf Pittsburgh Steelers Putter Grip,201706,0,2.22,0
Top Flite Women's 2017 XL Hybrid,201706,2,0.51,1.03
Glove It Urban Brick Golf Towel,201706,1,1.48,1.48
Nike Dri-FIT Crew Sock 6 Pack,201706,0,0.21,0
TYR Boys' Team Digi Jammer,201706,0,0.68,0
Team Golf San Francisco Giants Putter Grip,201706,0,0.2,0
Clicgear Rovic Cooler Bag,201706,0,1.73,0
Hirzl Men's Hybrid Golf Glove,201706,0,0.32,0
Titleist Pro V1x Golf Balls,201706,0,0.25,0
adidas Men's Germany Black Crest Away Tee,201706,2,0.44,0.88
Titleist Pro V1 High Numbers Personalized Gol,201706,0,1.1,0
Under Armour Women's Micro G Skulpt Running S,201706,0,0.47,0
Under Armour Hustle Storm Medium Duffle Bag,201706,0,1.05,0
Under Armour Women's Ignite PIP VI Slide,201706,1,0.68,0.68
Bag Boy Beverage Holder,201706,0,1.76,0
Under Armour Men's Tech II T-Shirt,201706,0,0.44,0
Team Golf New England Patriots Putter Grip,201706,0,1.91,0
Under Armour Men's Compression EV SL Slide,201706,0,1.88,0
Bridgestone e6 Straight Distance NFL Tennesse,201706,0,0.77,0
Glove It Women's Mod Oval Golf Glove,201706,0,1.44,0
Titleist Pro V1x High Numbers Golf Balls,201706,2,1.34,2.68
Nike Women's Legend V-Neck T-Shirt,201706,0,2.11,0
Under Armour Kids' Mercenary Slide,201706,0,0.74,0
adidas Kids' F5 Messi FG Soccer Cleat,201706,0,0.1,0
Children's heaters,201706,0,0.23,0
Web Camera,201706,1,1.05,1.05
Dell Laptop,201706,21,2.28,47.94
Porcelain crafts,201706,1,0.22,0.22
Sports Books,201706,0,1.25,0
DVDs,201706,2,1.55,3.1
Industrial consumer electronics,201706,2,1.41,2.81
Fighting video games,201706,0,1.94,0
Summer dresses,201706,0,1.32,0
Lawn mower,201706,0,2.23,0
Adult dog supplies,201706,0,0.12,0
Rock music,201706,0,0.46,0
Elevation Training Mask 2.0,201706,9,1.29,11.6
LIJA Women's Mid-Length Panel Golf Shorts,201706,2,2.16,4.32
Toys,201706,0,1.44,0
Brooks Women's Ghost 6 Running Shoe,201706,2,1.64,3.29
Bag Boy M330 Push Cart,201706,0,1.69,0
Merrell Women's Grassbow Sport Hiking Shoe,201706,18,1.84,33.15
Nike Men's Free TR 5.0 TB Training Shoe,201706,6,2.22,13.3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201706,12,0.2,2.38
First aid kit,201706,0,0.92,0
CDs of rock,201706,0,0.77,0
Polar FT4 Heart Rate Monitor,201706,4,1.33,5.31
LIJA Women's Argyle Golf Polo,201706,15,2.16,32.33
TaylorMade White Smoke IN-12 Putter,201706,16,1.7,27.18
Fitbit The One Wireless Activity & Sleep Trac,201706,4,0.27,1.07
Nike Kids' Grade School KD VI Basketball Shoe,201706,0,1.31,0
The North Face Women's Recon Backpack,201706,0,1.86,0
Smart watch,201706,0,0.55,0
Baby sweater,201706,0,2.14,0
MDGolf Pittsburgh Penguins Putter,201706,0,1.91,0
Men's gala suit,201706,0,0.39,0
Merrell Men's All Out Flash Trail Running Sho,201706,0,1.12,0
Garmin Approach S3 Golf GPS Watch,201706,0,1.03,0
LIJA Women's Button Golf Dress,201706,6,2.2,13.21
Cleveland Golf Women's 588 RTX CB Satin Chrom,201706,2,2.29,4.58
Merrell Women's Siren Mid Waterproof Hiking B,201706,0,0.88,0
TaylorMade Women's RBZ SL Rescue,201706,1,1.72,1.72
Mio ALPHA Heart Rate Monitor/Sport Watch,201706,0,1.04,0
TaylorMade 2017 Purelite Stand Bag,201706,1,1.06,1.06
Cleveland Golf Collegiate My Custom Wedge 588,201706,0,2.08,0
adidas Brazuca 2017 Official Match Ball,201706,2,1.6,3.19
Nike Men's Fingertrap Max Training Shoe,201706,4,0.43,1.74
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201706,0,2.11,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201706,2,2,4.01
Ogio Race Golf Shoes,201706,2,0.56,1.12
insta-bed Neverflat Air Mattress,201706,0,0.76,0
GolfBuddy VT3 GPS Watch,201706,1,1.07,1.07
Merrell Women's Grassbow Sport Waterproof Hik,201706,2,1.87,3.74
Titleist Small Wheeled Travel Cover,201706,0,1.15,0
Polar Loop Activity Tracker,201706,3,2,6
Pelican Maverick 100X Kayak,201706,0,0.12,0
Garmin Approach S4 Golf GPS Watch,201706,0,0.54,0
Total Gym 1400,201706,0,1.11,0
Garmin Forerunner 910XT GPS Watch,201706,0,1.24,0
Titleist Club Glove Travel Cover,201706,3,0.58,1.75
GoPro HERO3+ Black Edition Camera,201706,0,1.13,0
Diamondback Boys' Insight 24 Performance Hybr,201706,0,0.25,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201706,0,1.8,0
Stiga Master Series ST3100 Competition Indoor,201706,0,1.2,0
SOLE E35 Elliptical,201706,32,1.69,54.09
Bushnell Pro X7 Jolt Slope Rangefinder,201706,28,0.37,10.37
SOLE E25 Elliptical,201706,2,1.6,3.21
Bowflex SelectTech 1090 Dumbbells,201706,12,2.22,26.67
Perfect Fitness Perfect Rip Deck,201705,730,0.94,688.43
Nike Men's Dri-FIT Victory Golf Polo,201705,618,1.72,1063.5
O'Brien Men's Neoprene Life Vest,201705,599,0.85,509.95
Nike Men's Free 5.0+ Running Shoe,201705,253,1.62,410.41
Under Armour Girls' Toddler Spine Surge Runni,201705,256,0.46,116.68
Nike Men's CJ Elite 2 TD Football Cleat,201705,4,1.01,4.03
Field & Stream Sportsman 16 Gun Fire Safe,201705,85,0.7,59.45
Pelican Sunstream 100 Kayak,201705,4,1.05,4.21
Diamondback Women's Serene Classic Comfort Bi,201705,97,2.16,209.64
ENO Atlas Hammock Straps,201705,0,1.29,0
Nike Men's Comfort 2 Slide,201705,0,1.5,0
adidas Youth Germany Black/Red Away Match Soc,201705,0,0.99,0
Team Golf St. Louis Cardinals Putter Grip,201705,0,1.36,0
LIJA Women's Eyelet Sleeveless Golf Polo,201705,0,0.51,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201705,0,1.57,0
Glove It Women's Imperial Golf Glove,201705,0,2.14,0
Glove It Imperial Golf Towel,201705,3,0.72,2.17
Bridgestone e6 Straight Distance NFL Carolina,201705,0,0.74,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201705,0,1.46,0
Columbia Men's PFG Anchor Tough T-Shirt,201705,2,0.5,1
Under Armour Women's Ignite Slide,201705,0,1.91,0
Team Golf Tennessee Volunteers Putter Grip,201705,0,0.36,0
Titleist Pro V1x High Numbers Personalized Go,201705,0,0.69,0
Nike Men's Deutschland Weltmeister Winners Bl,201705,4,1.05,4.2
Bridgestone e6 Straight Distance NFL San Dieg,201705,0,0.13,0
Nike Women's Tempo Shorts,201705,0,2.05,0
Team Golf Texas Longhorns Putter Grip,201705,0,1.09,0
Hirzl Women's Soffft Flex Golf Glove,201705,0,1.48,0
Clicgear 8.0 Shoe Brush,201705,0,2.18,0
Hirzl Women's Hybrid Golf Glove,201705,0,0.78,0
Team Golf Pittsburgh Steelers Putter Grip,201705,0,0.96,0
Top Flite Women's 2017 XL Hybrid,201705,0,0.61,0
Glove It Urban Brick Golf Towel,201705,0,1.95,0
Nike Dri-FIT Crew Sock 6 Pack,201705,0,1.72,0
TYR Boys' Team Digi Jammer,201705,0,1.15,0
Team Golf San Francisco Giants Putter Grip,201705,0,1.1,0
Clicgear Rovic Cooler Bag,201705,0,1.24,0
Hirzl Men's Hybrid Golf Glove,201705,0,0.42,0
Titleist Pro V1x Golf Balls,201705,2,2.32,4.64
adidas Men's Germany Black Crest Away Tee,201705,0,2.26,0
Titleist Pro V1 High Numbers Personalized Gol,201705,0,1.8,0
Under Armour Women's Micro G Skulpt Running S,201705,0,1.41,0
Under Armour Hustle Storm Medium Duffle Bag,201705,0,1.82,0
